1486333800000,1.74
1486339200000,1.81
1486344600000,2.02
1486350000000,1.29
1486355400000,1.56
1486360800000,1.79
1486366200000,0.34
1486371600000,0.42
1486377000000,0.16
1486382400000,0.26
1486387800000,0.25
1486393200000,1.57
1486398600000,2.35
1486404000000,1.84
1486409400000,1.88
1486414800000,0.19
1486420200000,0.13
1486425600000,0.36
1486431000000,0.68
1486436400000,0.21
1486441800000,0.62
1486447200000,0.53
1486452600000,0.13
1486458000000,0.17
1486463400000,0.24
1486468800000,0.21
1486474200000,0.14
1486479600000,0.46
1486485000000,0.35
1486490400000,0.24
1486495800000,0.33
1486501200000,0.24
1486506600000,0.44
1486512000000,0.23
1486517400000,0.08
1486522800000,0.23
1486528200000,0.45
1486533600000,0.16
1486539000000,0.12
1486544400000,0.13
1486549800000,0.18
1486555200000,0.16
1486560600000,0.21
1486566000000,0.14
1486571400000,0.33
1486576800000,0.48
1486582200000,0.23
1486587600000,0.46
1486593000000,0.31
1486598400000,0.16
1486603800000,0.32
1486609200000,0.19
1486614600000,0.2
1486620000000,0.34
1486625400000,0.19
1486630800000,0.4
1486636200000,0.35
1486641600000,0.14
1486647000000,0.19
1486652400000,0.22
1486657800000,0.16
1486663200000,0.51
1486668600000,1.27
1486674000000,0.14
1486679400000,0.5
1486684800000,0.51
1486690200000,0.66
1486695600000,0.42
1486701000000,0.21
1486706400000,0.5
1486711800000,0.82
1486717200000,0.25
1486722600000,0.58
1486728000000,0.19
1486733400000,0.6
1486738800000,0.69
1486744200000,0.26
1486749600000,0.15
1486755000000,0.29
1486760400000,0.6
1486765800000,0.56
1486771200000,0.37
1486776600000,0.33
1486782000000,0.24
1486787400000,0.33
1486792800000,0.34
1486798200000,0.26
1486803600000,0.21
1486809000000,0.46
1486814400000,0.6
1486819800000,0.18
1486825200000,0.61
1486830600000,0.32
1486836000000,0.46
1486841400000,0.22
1486846800000,0.11
1486852200000,0.34
1486857600000,0.28
1486863000000,0.29
1486868400000,0.28
1486873800000,0.15
1486879200000,0.37
1486884600000,0.15
1486890000000,0.18
1486895400000,0.1
1486900800000,0.18
1486906200000,0.2
1486911600000,0.17
1486917000000,0.7
1486922400000,0.38
1486927800000,0.35
1486933200000,0.26
1486938600000,0.56
1486944000000,0.48
1486949400000,0.21
1486954800000,0.21
1486960200000,0.07
1486965600000,0.26
1486971000000,0.15
1486976400000,0.43
1486981800000,0.38
1486987200000,1.08
1486992600000,0.2
1486998000000,0.16
1487003400000,0.24
1487008800000,0.26
1487014200000,0.34
1487019600000,0.3
1487025000000,0.43
1487030400000,0.21
1487035800000,0.18
1487041200000,0.16
1487046600000,0.4
1487052000000,0.42
1487057400000,0.22
1487062800000,0.32
1487068200000,0.41
1487073600000,0.25
1487079000000,0.26
1487084400000,0.65
1487089800000,0.16
1487095200000,0.37
1487100600000,0.28
1487106000000,0.22
1487111400000,0.51
1487116800000,0.5
1487122200000,0.12
1487127600000,0.19
1487133000000,0.49
1487138400000,0.31
1487143800000,0.14
1487149200000,0.26
1487154600000,0.39
1487160000000,0.48
1487165400000,0.27
1487170800000,0.36
1487176200000,0.4
1487181600000,0.21
1487187000000,0.35
1487192400000,0.52
1487197800000,0.3
1487203200000,0.12
1487208600000,0.6
1487214000000,0.58
1487219400000,0.18
1487224800000,0.14
1487230200000,0.19
1487235600000,0.35
1487241000000,0.38
1487246400000,0.13
1487251800000,0.29
1487257200000,0.4
1487262600000,0.15
1487268000000,0.21
1487273400000,0.21
1487278800000,0.64
1487284200000,0.4
1487289600000,0.19
1487295000000,0.19
1487300400000,0.29
1487305800000,0.27
1487311200000,0.19
1487316600000,0.63
1487322000000,0.09
1487327400000,0.2
1487332800000,0.28
1487338200000,0.53
1487343600000,0.49
1487349000000,0.46
1487354400000,0.37
1487359800000,0.2
1487365200000,0.45
1487370600000,0.25
1487376000000,0.33
1487381400000,0.41
1487386800000,0.25
1487392200000,0.12
1487397600000,0.3
1487403000000,0.45
1487408400000,0.15
1487413800000,0.62
1487419200000,0.14
1487424600000,0.48
1487430000000,0.57
1487435400000,0.55
1487440800000,0.15
1487446200000,0.28
1487451600000,0.16
1487457000000,0.31
1487462400000,0.32
1487467800000,0.4
1487473200000,0.91
1487478600000,0.2
1487484000000,0.23
1487489400000,0.21
1487494800000,0.15
1487500200000,0.3
1487505600000,0.32
1487511000000,0.18
1487516400000,0.18
1487521800000,0.44
1487527200000,0.12
1487532600000,0.22
1487538000000,0.82
1487543400000,0.31
1487548800000,0.23
1487554200000,0.14
1487559600000,0.23
1487565000000,0.15
1487570400000,0.22
1487575800000,0.38
1487581200000,0.21
1487586600000,0.13
1487592000000,0.15
1487597400000,0.16
1487602800000,0.27
1487608200000,0.26
1487613600000,0.08
1487619000000,0.16
1487624400000,0.25
1487629800000,0.51
1487635200000,0.3
1487640600000,0.39
1487646000000,0.1
1487651400000,0.18
1487656800000,0.44
1487662200000,0.29
1487667600000,0.09
1487673000000,0.37
1487678400000,0.18
1487683800000,0.46
1487689200000,0.13
1487694600000,0.17
1487700000000,0.09
1487705400000,0.47
1487710800000,0.39
1487716200000,0.21
1487721600000,0.43
1487727000000,0.46
1487732400000,0.39
1487737800000,0.19
1487743200000,0.21
1487748600000,0.2
1487754000000,0.24
1487759400000,0.22
1487764800000,0.34
1487770200000,0.39
1487775600000,0.3
1487781000000,0.38
1487786400000,0.21
1487791800000,0.31
1487797200000,0.09
1487802600000,0.28
1487808000000,0.38
1487813400000,0.25
1487818800000,0.12
1487824200000,0.55
1487829600000,0.36
1487835000000,0.17
1487840400000,0.18
1487845800000,0.2
1487851200000,0.28
1487856600000,0.34
1487862000000,0.62
1487867400000,0.4
1487872800000,0.2
1487878200000,0.17
1487883600000,0.15
1487889000000,0.1
1487894400000,0.32
1487899800000,0.27
